GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK,MAJOR_TRANSPORT,TOTAL_MVMN_WON,MAJOR_ACTIVITY_TYPE,TOTAL_ACTIVITY_WON,TOTAL_WON,TRAVEL_DURATION,SEASON
남,20,전문가 및 관련 종사자,한달,26350,30200,11590,자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),광주광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g004104,"친목 단체/모임(동호회, 종교단체 등)",여자,20대,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-05,2023-08-07,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행","['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",108600.0,['취식'],0.3285,108600.3285,2,Summer
남,20,전문가 및 관련 종사자,한달,26350,30200,11590,자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),광주광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g004104,"친목 단체/모임(동호회, 종교단체 등)",여자,20대,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-05,2023-08-07,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행","['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",108600.0,['취식'],0.3285,108600.3285,2,Summer
남,20,전문가 및 관련 종사자,한달,26350,30200,11590,자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),광주광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g004104,"친목 단체/모임(동호회, 종교단체 등)",남자,20대,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-05,2023-08-07,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행","['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",108600.0,['취식'],0.3285,108600.3285,2,Summer
남,20,전문가 및 관련 종사자,한달,26350,30200,11590,자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),광주광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g004104,"친목 단체/모임(동호회, 종교단체 등)",여자,20대,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-05,2023-08-07,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행","['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",108600.0,['취식'],0.3285,108600.3285,2,Summer
남,20,전문가 및 관련 종사자,한달,26350,30200,11590,자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),광주광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g004104,"친목 단체/모임(동호회, 종교단체 등)",남자,20대,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-05,2023-08-07,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행","['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",108600.0,['취식'],0.3285,108600.3285,2,Summer
여,20,학생,1년,42210,26350,50130,도시 선호(약),도시 선호(약),자연 선호(강),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(중),중립,경기도,대전,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g005762,부모,여자,50대,쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);역사 유적지 방문,2023-08-15,2023-08-16,쇼핑;드라마 촬영지 방문;역사 유적지 방문,['KTX/SRT(고속열차)'],33600.0,['취식'],0.0688,33600.0688,1,Summer
여,20,기타,1주일,42830,42150,50110,중립,자연 선호(중),중립,자연 선호(중),도시 선호(약),자연 선호(약),도시 선호(약),도시 선호(강),경기도,전남,2인 가족 여행,SNS 사진 등록 등 과시,1,g_g005170,부모,여자,50대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);지역 축제/이벤트 참가;SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행",2023-08-19,2023-08-21,인플루언서 따라하기 여행;SNS 인생샷 여행;지역 축제/이벤트 참가,['자가용(승용/승합/트럭 등등)'],104000.0,['취식'],0.269,104000.269,2,Summer
여,20,학생,한달,50130,26350,42150,도시 선호(약),자연 선호(강),자연 선호(약),도시 선호(약),중립,도시 선호(중),도시 선호(중),도시 선호(약),경기도,대전,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g009372,없음,없음,없음,쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2023-09-02,2023-09-03,"쇼핑;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문","['새마을/무궁화열차', '지하철']",18700.0,['쇼핑 / 구매'],0.0393,18700.0393,1,Autumn
여,40,사무 종사자,1년,42150,50130,26350,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),도시 선호(강),인천광역시,전남,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g002035,자녀,여자,20대,SNS 인생샷 여행;호캉스 여행;시티투어,2023-06-18,2023-06-20,시티투어;호캉스 여행;SNS 인생샷 여행,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",180200.0,['취식'],0.2135,180200.2135,2,Summer
여,40,기타,한달,42210,41830,43130,중립,중립,자연 선호(강),도시 선호(약),도시 선호(약),자연 선호(강),중립,중립,경기도,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g007374,자녀,여자,10대,온천/스파;시티투어,2023-08-19,2023-08-20,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행",['자가용(승용/승합/트럭 등등)'],5200.0,['취식'],0.2185,5200.2185,1,Summer
여,40,기타,한달,42210,41830,43130,중립,중립,자연 선호(강),도시 선호(약),도시 선호(약),자연 선호(강),중립,중립,경기도,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g007374,자녀,남자,10대,온천/스파;시티투어,2023-08-19,2023-08-20,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행",['자가용(승용/승합/트럭 등등)'],5200.0,['취식'],0.2185,5200.2185,1,Summer
여,40,기타,한달,42210,41830,43130,중립,중립,자연 선호(강),도시 선호(약),도시 선호(약),자연 선호(강),중립,중립,경기도,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g007374,배우자,남자,40대,온천/스파;시티투어,2023-08-19,2023-08-20,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행",['자가용(승용/승합/트럭 등등)'],5200.0,['취식'],0.2185,5200.2185,1,Summer
여,40,사무 종사자,한달,42210,43800,50130,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,자연 선호(강),자연 선호(강),도시 선호(중),세종특별자치시,대전,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g004259,자녀,여자,~9세이하,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어",2023-07-23,2023-07-24,쇼핑;SNS 인생샷 여행;지역 축제/이벤트 참가,['자가용(승용/승합/트럭 등등)'],10000.0,['취식'],0.0381,10000.0381,1,Summer
여,40,사무 종사자,한달,42210,43800,50130,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,자연 선호(강),자연 선호(강),도시 선호(중),세종특별자치시,대전,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g004259,배우자,남자,40대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어",2023-07-23,2023-07-24,쇼핑;SNS 인생샷 여행;지역 축제/이벤트 참가,['자가용(승용/승합/트럭 등등)'],10000.0,['취식'],0.0381,10000.0381,1,Summer
여,20,학생,한달,26350,46130,30200,자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(중),도시 선호(약),도시 선호(약),경기도,충남,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g013010,없음,없음,없음,"테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;쇼핑",2023-09-26,2023-09-27,Well-ness 여행;교육/체험 프로그램 참가;신규 여행지 발굴,['시외/고속버스'],37760.0,['환승/경유'],0.137,37760.137,1,Autumn
남,30,사무 종사자,한달,27260,11680,43110,도시 선호(강),도시 선호(강),자연 선호(강),자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),경기도,충북,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g007227,없음,없음,없음,쇼핑;Well-ness 여행;신규 여행지 발굴;역사 유적지 방문;시티투어,2023-09-01,2023-09-04,쇼핑;역사 유적지 방문;Well-ness 여행,"['KTX/SRT(고속열차)', '버스 + 지하철']",28400.0,"['쇼핑 / 구매', '환승/경유']",0.05236,28400.05236,3,Autumn
남,40,판매 종사자,한달,42210,28710,41210,중립,중립,자연 선호(중),도시 선호(강),도시 선호(강),도시 선호(중),중립,도시 선호(강),서울특별시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g001755,자녀,남자,10대,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문",2023-06-03,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;SNS 인생샷 여행",['자가용(승용/승합/트럭 등등)'],97200.0,['취식'],0.18405,97200.18405,2,Summer
남,40,판매 종사자,한달,42210,28710,41210,중립,중립,자연 선호(중),도시 선호(강),도시 선호(강),도시 선호(중),중립,도시 선호(강),서울특별시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g001755,배우자,여자,30대,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문",2023-06-03,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;SNS 인생샷 여행",['자가용(승용/승합/트럭 등등)'],97200.0,['취식'],0.18405,97200.18405,2,Summer
남,40,판매 종사자,한달,42210,28710,41210,중립,중립,자연 선호(중),도시 선호(강),도시 선호(강),도시 선호(중),중립,도시 선호(강),서울특별시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g001755,자녀,남자,~9세이하,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문",2023-06-03,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;SNS 인생샷 여행",['자가용(승용/승합/트럭 등등)'],97200.0,['취식'],0.18405,97200.18405,2,Summer
남,50,사무 종사자,1년,44810,46150,50110,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),경기도,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g005913,자녀,여자,10대,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-08-27,2023-08-30,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 축제/이벤트 참가",['자가용(승용/승합/트럭 등등)'],52000.0,['취식'],0.4206,52000.4206,3,Summer
남,50,사무 종사자,1년,44810,46150,50110,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),경기도,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g005913,자녀,남자,~9세이하,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-08-27,2023-08-30,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 축제/이벤트 참가",['자가용(승용/승합/트럭 등등)'],52000.0,['취식'],0.4206,52000.4206,3,Summer
남,50,사무 종사자,1년,44810,46150,50110,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),경기도,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g005913,배우자,여자,40대,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-08-27,2023-08-30,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 축제/이벤트 참가",['자가용(승용/승합/트럭 등등)'],52000.0,['취식'],0.4206,52000.4206,3,Summer
남,50,사무 종사자,1년,44810,46150,50110,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),경기도,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g005913,자녀,남자,~9세이하,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-08-27,2023-08-30,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 축제/이벤트 참가",['자가용(승용/승합/트럭 등등)'],52000.0,['취식'],0.4206,52000.4206,3,Summer
남,30,사무 종사자,1년,42210,11440,50130,중립,자연 선호(약),자연 선호(약),자연 선호(중),도시 선호(중),도시 선호(약),자연 선호(중),중립,서울특별시,전북,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g004519,부모,여자,50대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람",2023-08-27,2023-08-29,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;지역 축제/이벤트 참가",['자가용(승용/승합/트럭 등등)'],54000.0,['휴식'],0.041,54000.041,2,Summer
남,30,사무 종사자,1년,42210,11440,50130,중립,자연 선호(약),자연 선호(약),자연 선호(중),도시 선호(중),도시 선호(약),자연 선호(중),중립,서울특별시,전북,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g004519,부모,남자,50대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람",2023-08-27,2023-08-29,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;지역 축제/이벤트 참가",['자가용(승용/승합/트럭 등등)'],54000.0,['휴식'],0.041,54000.041,2,Summer
남,30,사무 종사자,1년,45110,44180,50110,도시 선호(강),중립,자연 선호(강),중립,도시 선호(강),도시 선호(강),자연 선호(중),자연 선호(중),대전광역시,전북,2인 가족 여행,새로운 경험 추구,1,g_g002235,부모,여자,70세이상,종교/성지 순례;역사 유적지 방문,2023-06-11,2023-06-13,역사 유적지 방문;인플루언서 따라하기 여행;신규 여행지 발굴,['시외/고속버스'],5400.0,['취식'],0.124,5400.124,2,Summer
남,30,사무 종사자,1주일,46710,46130,26350,도시 선호(약),도시 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),도시 선호(약),도시 선호(약),자연 선호(약),광주광역시,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g007410,연인,여자,30대,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;시티투어",2023-08-20,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;지역 축제/이벤트 참가;SNS 인생샷 여행",['자가용(승용/승합/트럭 등등)'],25000.0,['취식'],0.099,25000.099,1,Summer
여,50,판매 종사자,한달,42150,44825,41820,도시 선호(강),중립,도시 선호(중),중립,중립,도시 선호(약),도시 선호(강),자연 선호(중),경상북도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g011519,부모,여자,70세이상,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-09-08,2023-09-09,인플루언서 따라하기 여행;쇼핑;SNS 인생샷 여행,['자가용(승용/승합/트럭 등등)'],50300.0,['취식'],0.0338,50300.0338,1,Autumn
